DistOd;TypeObject;Object_Code;ObjectName;Object_Code_T;Marker;Length;Width;Depth_min;Depth_max;OrientTD;OrientBD;MPoint_Orient;MPoint_Dist;Type_Def;DistML;DistMR;DistStL;DistStR;LinkStL;LinkStR;LinkML;LinkMR;Comments;Latitude;Longtitude;Altitude
41819750;4;0;;ѕродольный шов;Ћќ∆№;;;;;8,05;;;;;;;;;;;;;;;;
41831270;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
41831320;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;157;;;;;;;;;;;;;;;;;
41831370;4;0;;ѕродольный шов;Ћќ∆№;;;;;3,00;;;;;;;;;;;;;;;;
41842700;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
41842750;4;0;;ѕродольный шов;Ћќ∆№;;;;;4,17;;;;;;;;;;;;;;;;
41853920;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
41853970;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,05;;;;;;;;;;;;;;;;
41863050;2;7;;«аводской дефект;Ћќ∆№;35;135; 0,0 ; 0,0 ;1,53;2,12;;;0;;;;;;;;;Ёквивалент потери металла 10%.;;;
41863260;2;7;;«аводской дефект;Ћќ∆№;25;120; 0,0 ; 0,0 ;2,00;2,17;;;0;;;;;;;;;Ёквивалент потери металла 10%.;;;
41865160;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
41865210;4;0;;ѕродольный шов;Ћќ∆№;;;;;7,00;;;;;;;;;;;;;;;;
41876430;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
41876480;4;0;;ѕродольный шов;Ћќ∆№;;;;;8,05;;;;;;;;;;;;;;;;
41887890;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
41887940;4;0;;ѕродольный шов;Ћќ∆№;;;;;7,17;;;;;;;;;;;;;;;;
41899190;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
41899240;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,42;;;;;;;;;;;;;;;;
41910840;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
41910890;4;0;;ѕродольный шов;Ћќ∆№;;;;;2,00;;;;;;;;;;;;;;;;
41922270;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
41922320;4;0;;ѕродольный шов;Ћќ∆№;;;;;4,05;;;;;;;;;;;;;;;;
41933770;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
41933820;4;0;;ѕродольный шов;Ћќ∆№;;;;;10,11;;;;;;;;;;;;;;;;
41944980;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
41945030;4;0;;ѕродольный шов;Ћќ∆№;;;;;2,30;;;;;;;;;;;;;;;;
41956050;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
41956100;4;0;;ѕродольный шов;Ћќ∆№;;;;;8,00;;;;;;;;;;;;;;;;
41967400;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
41967450;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;168;;;;;;;;;;;;;;;;;
41967500;4;0;;ѕродольный шов;Ћќ∆№;;;;;11,00;;;;;;;;;;;;;;;;
41978400;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
41978450;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;157;;;;;;;;;;;;;;;;;
41978500;4;0;;ѕродольный шов;Ћќ∆№;;;;;6,24;;;;;;;;;;;;;;;;
41989750;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
41989800;4;0;;ѕродольный шов;Ћќ∆№;;;;;12,24;;;;;;;;;;;;;;;;
42000730;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42000780;4;0;;ѕродольный шов;Ћќ∆№;;;;;10,48;;;;;;;;;;;;;;;;
42012450;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42012500;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,00;;;;;;;;;;;;;;;;
42023900;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42023950;4;0;;ѕродольный шов;Ћќ∆№;;;;;11,41;;;;;;;;;;;;;;;;
42034860;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42034910;4;0;;ѕродольный шов;Ћќ∆№;;;;;2,00;;;;;;;;;;;;;;;;
42046350;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42046400;4;0;;ѕродольный шов;Ћќ∆№;;;;;4,17;;;;;;;;;;;;;;;;
42057640;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42057690;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;168;;;;;;;;;;;;;;;;;
42057740;4;0;;ѕродольный шов;Ћќ∆№;;;;;3,42;;;;;;;;;;;;;;;;
42068570;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42068620;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;157;;;;;;;;;;;;;;;;;
42068670;4;0;;ѕродольный шов;Ћќ∆№;;;;;7,05;;;;;;;;;;;;;;;;
42079950;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42080000;4;0;;ѕродольный шов;Ћќ∆№;;;;;9,35;;;;;;;;;;;;;;;;
42091610;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42091660;4;0;;ѕродольный шов;Ћќ∆№;;;;;11,41;;;;;;;;;;;;;;;;
42103200;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42103250;4;0;;ѕродольный шов;Ћќ∆№;;;;;11,30;;;;;;;;;;;;;;;;
42114690;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42114740;4;0;;ѕродольный шов;Ћќ∆№;;;;;2,23;;;;;;;;;;;;;;;;
42125880;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42125930;4;0;;ѕродольный шов;Ћќ∆№;;;;;4,35;;;;;;;;;;;;;;;;
42137580;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42137630;4;0;;ѕродольный шов;Ћќ∆№;;;;;10,05;;;;;;;;;;;;;;;;
42149070;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42149120;4;0;;ѕродольный шов;Ћќ∆№;;;;;1,00;;;;;;;;;;;;;;;;
42160680;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42160730;4;0;;ѕродольный шов;Ћќ∆№;;;;;6,00;;;;;;;;;;;;;;;;
42172380;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42172430;4;0;;ѕродольный шов;Ћќ∆№;;;;;9,35;;;;;;;;;;;;;;;;
42183690;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42183740;4;0;;ѕродольный шов;Ћќ∆№;;;;;8,11;;;;;;;;;;;;;;;;
42195200;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42195250;4;0;;ѕродольный шов;Ћќ∆№;;;;;7,54;;;;;;;;;;;;;;;;
42206720;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42206770;4;0;;ѕродольный шов;Ћќ∆№;;;;;8,41;;;;;;;;;;;;;;;;
42208400;2;7;;«аводской дефект;Ћќ∆№;70;465; 0,0 ; 0,0 ;3,47;5,05;;;0;;;;;;;;;Ёквивалент потери металла 10%.;;;
42217730;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42217780;4;0;;ѕродольный шов;Ћќ∆№;;;;;4,30;;;;;;;;;;;;;;;;
42229350;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42229400;4;0;;ѕродольный шов;Ћќ∆№;;;;;9,35;;;;;;;;;;;;;;;;
42240350;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42240400;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;11,35;5,35;;;;;;;;;;;;;;;
42251930;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42251980;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,17;;;;;;;;;;;;;;;;
42262860;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42262910;4;0;;ѕродольный шов;Ћќ∆№;;;;;10,30;;;;;;;;;;;;;;;;
42273910;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42273960;4;0;;ѕродольный шов;Ћќ∆№;;;;;12,30;;;;;;;;;;;;;;;;
42285410;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42285460;4;0;;ѕродольный шов;Ћќ∆№;;;;;10,41;;;;;;;;;;;;;;;;
42296830;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42296880;4;0;;ѕродольный шов;Ћќ∆№;;;;;12,42;;;;;;;;;;;;;;;;
42305970;2;8;;ƒополнительный металл/материал;Ћќ∆№;0;0; 0,0 ; 0,0 ;6,47;6,54;;;0;;;;;;;;;;;;
42308540;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42308590;4;0;;ѕродольный шов;Ћќ∆№;;;;;6,05;;;;;;;;;;;;;;;;
42319910;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42319960;4;0;;ѕродольный шов;Ћќ∆№;;;;;10,48;;;;;;;;;;;;;;;;
42330890;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42330940;4;0;;ѕродольный шов;Ћќ∆№;;;;;10,30;;;;;;;;;;;;;;;;
42342530;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42342580;4;0;;ѕродольный шов;Ћќ∆№;;;;;8,24;;;;;;;;;;;;;;;;
42354190;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42354240;4;0;;ѕродольный шов;Ћќ∆№;;;;;9,41;;;;;;;;;;;;;;;;
42365850;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42365900;4;0;;ѕродольный шов;Ћќ∆№;;;;;3,00;;;;;;;;;;;;;;;;
42377010;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42377060;4;0;;ѕродольный шов;Ћќ∆№;;;;;4,24;;;;;;;;;;;;;;;;
42388500;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42388550;4;0;;ѕродольный шов;Ћќ∆№;;;;;12,30;;;;;;;;;;;;;;;;
42399800;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42399850;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,24;;;;;;;;;;;;;;;;
42411360;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42411410;4;0;;ѕродольный шов;Ћќ∆№;;;;;1,06;;;;;;;;;;;;;;;;
42423020;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42423070;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,47;;;;;;;;;;;;;;;;
42434470;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42434520;4;0;;ѕродольный шов;Ћќ∆№;;;;;3,00;;;;;;;;;;;;;;;;
42446160;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42446210;4;0;;ѕродольный шов;Ћќ∆№;;;;;1,18;;;;;;;;;;;;;;;;
42457810;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42457860;4;0;;ѕродольный шов;Ћќ∆№;;;;;9,30;;;;;;;;;;;;;;;;
42469090;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42469140;4;0;;ѕродольный шов;Ћќ∆№;;;;;4,54;;;;;;;;;;;;;;;;
42480700;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42480750;4;0;;ѕродольный шов;Ћќ∆№;;;;;9,48;;;;;;;;;;;;;;;;
42492050;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42492100;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,42;;;;;;;;;;;;;;;;
42503120;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42503170;4;0;;ѕродольный шов;Ћќ∆№;;;;;7,00;;;;;;;;;;;;;;;;
42514840;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42514890;4;0;;ѕродольный шов;Ћќ∆№;;;;;2,53;;;;;;;;;;;;;;;;
42526130;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42526180;4;0;;ѕродольный шов;Ћќ∆№;;;;;12,18;;;;;;;;;;;;;;;;
42535390;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42535440;4;0;;ѕродольный шов;Ћќ∆№;;;;;9,11;;;;;;;;;;;;;;;;
42546920;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42546970;4;0;;ѕродольный шов;Ћќ∆№;;;;;12,18;;;;;;;;;;;;;;;;
42558620;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42558670;4;0;;ѕродольный шов;Ћќ∆№;;;;;7,24;;;;;;;;;;;;;;;;
42569890;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42569940;4;0;;ѕродольный шов;Ћќ∆№;;;;;9,00;;;;;;;;;;;;;;;;
42581170;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42581220;4;0;;ѕродольный шов;Ћќ∆№;;;;;3,36;;;;;;;;;;;;;;;;
42592510;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42592560;4;0;;ѕродольный шов;Ћќ∆№;;;;;10,30;;;;;;;;;;;;;;;;
42604170;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42604220;4;0;;ѕродольный шов;Ћќ∆№;;;;;3,30;;;;;;;;;;;;;;;;
42615820;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42615870;4;0;;ѕродольный шов;Ћќ∆№;;;;;4,17;;;;;;;;;;;;;;;;
42627250;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42627300;4;0;;ѕродольный шов;Ћќ∆№;;;;;1,23;;;;;;;;;;;;;;;;
42638400;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42638450;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,35;;;;;;;;;;;;;;;;
42649720;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42649770;4;0;;ѕродольный шов;Ћќ∆№;;;;;2,06;;;;;;;;;;;;;;;;
42660970;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42661020;4;0;;ѕродольный шов;Ћќ∆№;;;;;2,23;;;;;;;;;;;;;;;;
42672350;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42672400;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,05;;;;;;;;;;;;;;;;
42683500;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42683550;4;0;;ѕродольный шов;Ћќ∆№;;;;;7,35;;;;;;;;;;;;;;;;
42694680;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42694730;4;0;;ѕродольный шов;Ћќ∆№;;;;;9,30;;;;;;;;;;;;;;;;
42706180;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42706230;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,54;;;;;;;;;;;;;;;;
42717880;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42717930;4;0;;ѕродольный шов;Ћќ∆№;;;;;2,53;;;;;;;;;;;;;;;;
42729390;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42729440;4;0;;ѕродольный шов;Ћќ∆№;;;;;3,00;;;;;;;;;;;;;;;;
42738670;2;7;;«аводской дефект;Ћќ∆№;40;170; 0,0 ; 0,0 ;7,12;7,35;;;0;;;;;;;;;Ёквивалент потери металла 13%.;;;
42738880;2;7;;«аводской дефект;Ћќ∆№;35;150; 0,0 ; 0,0 ;7,12;7,35;;;0;;;;;;;;;Ёквивалент потери металла 10%.;;;
42740790;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42740840;4;0;;ѕродольный шов;Ћќ∆№;;;;;2,06;;;;;;;;;;;;;;;;
42751870;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42751920;4;0;;ѕродольный шов;Ћќ∆№;;;;;9,24;;;;;;;;;;;;;;;;
42763330;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42763380;4;0;;ѕродольный шов;Ћќ∆№;;;;;12,24;;;;;;;;;;;;;;;;
42774800;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42774850;4;0;;ѕродольный шов;Ћќ∆№;;;;;10,35;;;;;;;;;;;;;;;;
42785890;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42785940;4;0;;ѕродольный шов;Ћќ∆№;;;;;9,18;;;;;;;;;;;;;;;;
42797540;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42797590;4;0;;ѕродольный шов;Ћќ∆№;;;;;6,35;;;;;;;;;;;;;;;;
42809110;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42809160;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;168;;;;;;;;;;;;;;;;;
42809210;4;0;;ѕродольный шов;Ћќ∆№;;;;;7,05;;;;;;;;;;;;;;;;
42820390;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42820440;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;157;;;;;;;;;;;;;;;;;
42820490;4;0;;ѕродольный шов;Ћќ∆№;;;;;3,42;;;;;;;;;;;;;;;;
42831790;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42831840;4;0;;ѕродольный шов;Ћќ∆№;;;;;2,17;;;;;;;;;;;;;;;;
42843390;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42843440;4;0;;ѕродольный шов;Ћќ∆№;;;;;1,18;;;;;;;;;;;;;;;;
42854640;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42854690;4;0;;ѕродольный шов;Ћќ∆№;;;;;2,47;;;;;;;;;;;;;;;;
42866000;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42866050;4;0;;ѕродольный шов;Ћќ∆№;;;;;12,36;;;;;;;;;;;;;;;;
42877510;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42877560;4;0;;ѕродольный шов;Ћќ∆№;;;;;6,17;;;;;;;;;;;;;;;;
42889030;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42889080;4;0;;ѕродольный шов;Ћќ∆№;;;;;1,53;;;;;;;;;;;;;;;;
42900450;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42900500;4;0;;ѕродольный шов;Ћќ∆№;;;;;2,12;;;;;;;;;;;;;;;;
42911960;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42912010;4;0;;ѕродольный шов;Ћќ∆№;;;;;2,06;;;;;;;;;;;;;;;;
42923450;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42923500;4;0;;ѕродольный шов;Ћќ∆№;;;;;1,00;;;;;;;;;;;;;;;;
42934890;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42934940;4;0;;ѕродольный шов;Ћќ∆№;;;;;7,05;;;;;;;;;;;;;;;;
42946440;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42946490;4;0;;ѕродольный шов;Ћќ∆№;;;;;6,24;;;;;;;;;;;;;;;;
42958130;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42958180;4;0;;ѕродольный шов;Ћќ∆№;;;;;9,54;;;;;;;;;;;;;;;;
42969430;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42969480;4;0;;ѕродольный шов;Ћќ∆№;;;;;11,11;;;;;;;;;;;;;;;;
42981010;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42981060;4;0;;ѕродольный шов;Ћќ∆№;;;;;7,47;;;;;;;;;;;;;;;;
42992370;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
42992420;4;0;;ѕродольный шов;Ћќ∆№;;;;;8,18;;;;;;;;;;;;;;;;
43002540;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43002590;4;0;;ѕродольный шов;Ћќ∆№;;;;;8,18;;;;;;;;;;;;;;;;
43014200;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43014250;4;0;;ѕродольный шов;Ћќ∆№;;;;;7,24;;;;;;;;;;;;;;;;
43025670;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43025720;4;0;;ѕродольный шов;Ћќ∆№;;;;;12,42;;;;;;;;;;;;;;;;
43037320;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43037370;4;0;;ѕродольный шов;Ћќ∆№;;;;;6,12;;;;;;;;;;;;;;;;
43048870;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43048920;4;0;;ѕродольный шов;Ћќ∆№;;;;;9,41;;;;;;;;;;;;;;;;
43060460;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43060510;4;0;;ѕродольный шов;Ћќ∆№;;;;;6,42;;;;;;;;;;;;;;;;
43072040;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43072090;4;0;;ѕродольный шов;Ћќ∆№;;;;;12,30;;;;;;;;;;;;;;;;
43083410;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43083460;4;0;;ѕродольный шов;Ћќ∆№;;;;;3,36;;;;;;;;;;;;;;;;
43094850;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43094900;4;0;;ѕродольный шов;Ћќ∆№;;;;;7,05;;;;;;;;;;;;;;;;
43106140;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43106190;4;0;;ѕродольный шов;Ћќ∆№;;;;;12,24;;;;;;;;;;;;;;;;
43117570;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43117620;4;0;;ѕродольный шов;Ћќ∆№;;;;;3,53;;;;;;;;;;;;;;;;
43129190;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43129240;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,54;;;;;;;;;;;;;;;;
43140700;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43140750;4;0;;ѕродольный шов;Ћќ∆№;;;;;9,05;;;;;;;;;;;;;;;;
43151980;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43152030;4;0;;ѕродольный шов;Ћќ∆№;;;;;6,17;;;;;;;;;;;;;;;;
43163330;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43163380;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,00;;;;;;;;;;;;;;;;
43174730;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43174780;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,05;;;;;;;;;;;;;;;;
43186080;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43186130;4;0;;ѕродольный шов;Ћќ∆№;;;;;7,17;;;;;;;;;;;;;;;;
43197710;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43197760;4;0;;ѕродольный шов;Ћќ∆№;;;;;4,05;;;;;;;;;;;;;;;;
43209410;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43209460;4;0;;ѕродольный шов;Ћќ∆№;;;;;1,30;;;;;;;;;;;;;;;;
43220860;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43220910;4;0;;ѕродольный шов;Ћќ∆№;;;;;7,47;;;;;;;;;;;;;;;;
43232480;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43232530;4;0;;ѕродольный шов;Ћќ∆№;;;;;12,00;;;;;;;;;;;;;;;;
43243880;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43243930;4;0;;ѕродольный шов;Ћќ∆№;;;;;12,36;;;;;;;;;;;;;;;;
43255560;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43255610;4;0;;ѕродольный шов;Ћќ∆№;;;;;9,11;;;;;;;;;;;;;;;;
43266790;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43266840;4;0;;ѕродольный шов;Ћќ∆№;;;;;1,23;;;;;;;;;;;;;;;;
43278240;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43278290;4;0;;ѕродольный шов;Ћќ∆№;;;;;1,11;;;;;;;;;;;;;;;;
43289860;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43289910;4;0;;ѕродольный шов;Ћќ∆№;;;;;2,23;;;;;;;;;;;;;;;;
43300990;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43301040;4;0;;ѕродольный шов;Ћќ∆№;;;;;2,17;;;;;;;;;;;;;;;;
43312610;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43312660;4;0;;ѕродольный шов;Ћќ∆№;;;;;8,48;;;;;;;;;;;;;;;;
43324250;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43324300;4;0;;ѕродольный шов;Ћќ∆№;;;;;1,42;;;;;;;;;;;;;;;;
43335430;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43335480;4;0;;ѕродольный шов;Ћќ∆№;;;;;8,00;;;;;;;;;;;;;;;;
43347070;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43347120;4;0;;ѕродольный шов;Ћќ∆№;;;;;12,48;;;;;;;;;;;;;;;;
43358610;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43358660;4;0;;ѕродольный шов;Ћќ∆№;;;;;8,30;;;;;;;;;;;;;;;;
43370160;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
43370210;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,24;;;;;;;;;;;;;;;;
